CSE,platform,username,display_name,url,bio_description,found_at,false_positive
Civil Registration System,facebook,psomasbate,Profile photo of PSA_Civil Registration and Vital Statistics,https://www.facebook.com/psomasbate?__tn__=%3C,,2026-02-23T15:45:05.240938,FALSE
Civil Registration System,facebook,100069345243868,"Profile photo of Municipal Civil Registry Office of Sampaloc, Quezon",https://www.facebook.com/profile.php?id=100069345243868&__tn__=%3C,,2026-02-23T15:45:05.264949,FALSE
Civil Registration System,facebook,MCROTUBA,Profile photo of TUBA - Municipal Civil Registry Office,https://www.facebook.com/MCROTUBA?__tn__=%3C,,2026-02-23T15:45:05.287082,FALSE
Civil Registration System,facebook,uasaiindia,Profile photo of Unmanned Aircraft Systems Association Of India UASAI,https://www.facebook.com/uasaiindia?__tn__=%3C,,2026-02-23T15:45:05.308260,FALSE
Civil Registration System,facebook,isabelacity.civilregistrar,Profile photo of Isabela City Civil Registry Office,https://www.facebook.com/isabelacity.civilregistrar?__tn__=%3C,,2026-02-23T15:45:05.328799,FALSE
Civil Registration System,facebook,100069130702252,Profile photo of Gallup New Mexico Corrupt Court System,https://www.facebook.com/profile.php?id=100069130702252&__tn__=%3C,,2026-02-23T15:45:05.355110,FALSE
Civil Registration System,facebook,unmannedsystemsassociationindia,Profile photo of Unmanned Systems Associations of India - USAI,https://www.facebook.com/unmannedsystemsassociationindia?__tn__=%3C,,2026-02-23T15:45:05.377231,FALSE
Civil Registration System,facebook,smeconsultph,Profile photo of Late Registration Of Birth,https://www.facebook.com/smeconsultph?__tn__=%3C,,2026-02-23T15:45:05.398912,FALSE
Civil Registration System,facebook,URSBHQ,Profile photo of Uganda Registration Services Bureau,https://www.facebook.com/URSBHQ?__tn__=%3C,,2026-02-23T15:45:05.423971,FALSE
Civil Registration System,facebook,100063660381764,Profile photo of Mohd Danish,https://www.facebook.com/profile.php?id=100063660381764&__tn__=%3C,,2026-02-23T15:45:05.444158,TRUE
Civil Registration System,facebook,genpower.systems,Profile photo of Genpower Systems,https://www.facebook.com/genpower.systems?__tn__=%3C,,2026-02-23T15:45:05.464928,FALSE
Civil Registration System,facebook,InterAirSys,Profile photo of International Air System,https://www.facebook.com/InterAirSys?__tn__=%3C,,2026-02-23T15:45:05.486103,FALSE
Civil Registration System,facebook,omcrsj,"Profile photo of The Municipal Civil Registrar, San Joaquin, Iloilo",https://www.facebook.com/omcrsj?__tn__=%3C,,2026-02-23T15:45:05.506813,FALSE
Civil Registration System,facebook,NottinghamshireRegistrationService,Profile photo of Nottinghamshire Weddings,https://www.facebook.com/NottinghamshireRegistrationService?__tn__=%3C,,2026-02-23T15:45:05.529788,FALSE
Civil Registration System,facebook,ccrozc,Profile photo of Office of the City Civil Registrar 𝓒𝓲𝓾𝓭𝓪𝓭 𝓭𝓮 𝓩𝓪𝓶𝓫𝓸𝓪𝓷𝓰𝓪,https://www.facebook.com/ccrozc?__tn__=%3C,,2026-02-23T15:45:05.550177,FALSE
IRCTC,instagram,nwic_mojs,nwic_mojsNational Water Informatics Centre,https://www.instagram.com/nwic_mojs/,,2026-02-23T15:45:36.760100,FALSE
IRCTC,instagram,nitcotek_egy,nitcotek_egyNational Informatics Company,https://www.instagram.com/nitcotek_egy/,,2026-02-23T15:45:36.779502,FALSE
IRCTC,instagram,nationalinformaticscenter123,nationalinformaticscenter123s k m �,https://www.instagram.com/nationalinformaticscenter123/,,2026-02-23T15:45:36.811216,TRUE
IRCTC,instagram,ellacrosling,ellacrosling,https://www.instagram.com/ellacrosling/,,2026-02-23T15:45:36.828639,TRUE
Indian Oil Corporation Limited,instagram,iconicfashionindia,iconicfashionindiaIconic India,https://www.instagram.com/iconicfashionindia/,,2026-02-23T15:45:54.490700,FALSE
Indian Oil Corporation Limited,instagram,iconic.india.co,iconic.india.coICONIC,https://www.instagram.com/iconic.india.co/,,2026-02-23T15:45:54.508447,FALSE
Indian Oil Corporation Limited,instagram,_iconic._india,_iconic._indiaKhushii,https://www.instagram.com/_iconic._india/,,2026-02-23T15:45:54.522907,TRUE
Indian Oil Corporation Limited,instagram,iconic__india,iconic__indiaICONIC INDIA,https://www.instagram.com/iconic__india/,,2026-02-23T15:45:54.542311,FALSE
Indian Oil Corporation Limited,instagram,its.iconic.india,its.iconic.indiaIndian Numismatic,https://www.instagram.com/its.iconic.india/,,2026-02-23T15:45:54.561981,FALSE
NIC,instagram,nycgov,nycgovVerifiedCity of New York • 308K followers,https://www.instagram.com/nycgov/,,2026-02-23T15:46:13.414434,FALSE
NIC,instagram,nicgov,nicgovNicoletta Governatori,https://www.instagram.com/nicgov/,,2026-02-23T15:46:13.427172,FALSE
NIC,instagram,_nicgov_,_nicgov_Nicole Nathaniel-Govender,https://www.instagram.com/_nicgov_/,,2026-02-23T15:46:13.441208,FALSE
NIC,instagram,nicgovea,nicgoveaNicole Govea Franco,https://www.instagram.com/nicgovea/,,2026-02-23T15:46:13.454419,FALSE
NIC,instagram,nic_gov,nic_govNicola Ruddy,https://www.instagram.com/nic_gov/,,2026-02-23T15:46:13.490774,FALSE
NIC,instagram,chelseafc,chelseafc,https://www.instagram.com/chelseafc/,,2026-02-23T15:46:30.913458,TRUE
NIC,facebook,MdonerIndia,"Profile photo of Ministry of Development of North Eastern Region, Government of India",https://www.facebook.com/MdonerIndia?__tn__=%3C,,2026-02-23T15:46:36.442061,TRUE
NIC,facebook,indiaculture.goi,"Profile photo of Ministry of Culture, Government of India",https://www.facebook.com/indiaculture.goi?__tn__=%3C,,2026-02-23T15:46:36.465558,FALSE
NIC,facebook,MoHFWIndia,"Profile photo of Ministry of Health and Family Welfare, Government of India",https://www.facebook.com/MoHFWIndia?__tn__=%3C,,2026-02-23T15:46:36.491347,FALSE
NIC,facebook,meityindia,"Profile photo of Ministry of Electronics & Information Technology, Government of India",https://www.facebook.com/meityindia?__tn__=%3C,,2026-02-23T15:46:36.515657,FALSE
NIC,facebook,ministryWCD,"Profile photo of Ministry of Women & Child Development, Government of India",https://www.facebook.com/ministryWCD?__tn__=%3C,,2026-02-23T15:46:36.539903,FALSE
NIC,facebook,HMOfficeIndia,"Profile photo of Ministry of Home Affairs, Government of India",https://www.facebook.com/HMOfficeIndia?__tn__=%3C,,2026-02-23T15:46:36.565273,TRUE
NIC,facebook,minmsme,"Profile photo of Ministry of Micro, Small and Medium Enterprises,Government of India",https://www.facebook.com/minmsme?__tn__=%3C,,2026-02-23T15:46:36.591631,TRUE
NIC,facebook,TribalAffairsIn,"Profile photo of Ministry of Tribal Affairs, Government of India",https://www.facebook.com/TribalAffairsIn?__tn__=%3C,,2026-02-23T15:46:36.615598,TRUE
NIC,facebook,ConsumerAdvocacy,"Profile photo of Department of Consumer Affairs, Government of India",https://www.facebook.com/ConsumerAdvocacy?__tn__=%3C,,2026-02-23T15:46:36.639952,TRUE
NIC,facebook,mhi_goi,"Profile photo of Ministry of Heavy Industries , Government of India",https://www.facebook.com/mhi_goi?__tn__=%3C,,2026-02-23T15:46:36.663021,TRUE
NIC,facebook,MoRTHIndia,"Profile photo of Ministry of Road Transport and Highways, Government of India",https://www.facebook.com/MoRTHIndia?__tn__=%3C,,2026-02-23T15:46:36.686582,FALSE
NIC,facebook,DBTInd,"Profile photo of Department of Biotechnology, India",https://www.facebook.com/DBTInd?__tn__=%3C,,2026-02-23T15:46:36.711611,TRUE
NIC,facebook,MyGovIndia,Profile photo of MyGovIndia,https://www.facebook.com/MyGovIndia?__tn__=%3C,,2026-02-23T15:46:36.738117,FALSE
NIC,facebook,NCWIndia,Profile photo of National Commission for Women,https://www.facebook.com/NCWIndia?__tn__=%3C,,2026-02-23T15:46:36.762477,FALSE
NIC,facebook,NICIndia,Profile photo of National Informatics Centre,https://www.facebook.com/NICIndia?__tn__=%3C,,2026-02-23T15:46:36.786531,FALSE
NIC,facebook,dae.connect,"Profile photo of Department of Atomic Energy, India",https://www.facebook.com/dae.connect?__tn__=%3C,,2026-02-23T15:46:36.811802,FALSE
NIC,facebook,motgovtofindia,Profile photo of India Tourism Delhi-Ministry of Tourism,https://www.facebook.com/motgovtofindia?__tn__=%3C,,2026-02-23T15:46:36.836473,TRUE
NIC,facebook,IndianArchives,Profile photo of National Archives of India,https://www.facebook.com/IndianArchives?__tn__=%3C,,2026-02-23T15:46:36.859696,FALSE
NIC,facebook,mospi.india,"Profile photo of Ministry of Statistics & Programme Implementation, Government of India",https://www.facebook.com/mospi.india?__tn__=%3C,,2026-02-23T15:46:36.886504,FALSE
NIC,facebook,RECLIndia,Profile photo of REC Limited,https://www.facebook.com/RECLIndia?__tn__=%3C,,2026-02-23T15:46:36.910287,FALSE
NIC,facebook,IndiaArmyFans,Profile photo of Indian Army 'Desh ke Rakshak',https://www.facebook.com/IndiaArmyFans?__tn__=%3C,,2026-02-23T15:46:36.930589,TRUE
NIC,facebook,NHPCIndiaLimited,Profile photo of NHPC Limited,https://www.facebook.com/NHPCIndiaLimited?__tn__=%3C,,2026-02-23T15:46:36.956423,TRUE
NIC,facebook,NADAIndiaOfficial,Profile photo of National Anti Doping Agency India,https://www.facebook.com/NADAIndiaOfficial?__tn__=%3C,,2026-02-23T15:46:36.989575,FALSE
NIC,facebook,100069162131290,Profile photo of Central Water Commission Government of India,https://www.facebook.com/profile.php?id=100069162131290&__tn__=%3C,,2026-02-23T15:46:37.011344,TRUE
NIC,facebook,cara.nic.in,Profile photo of Central Adoption Resource Authority,https://www.facebook.com/cara.nic.in?__tn__=%3C,,2026-02-23T15:46:37.033283,FALSE
Punjab National Bank,instagram,dragana_danilovic_,dragana_danilovic_,https://www.instagram.com/dragana_danilovic_/,,2026-02-23T15:47:07.865747,TRUE
Punjab National Bank,instagram,sbi.greenmarathon,sbi.greenmarathonSBI Green Marathon,https://www.instagram.com/sbi.greenmarathon/,,2026-02-23T15:47:27.443714,FALSE
Punjab National Bank,instagram,sbisecurities,sbisecuritiesVerifiedSBI Securities • 60.2K followers,https://www.instagram.com/sbisecurities/,,2026-02-23T15:47:27.460669,TRUE
Punjab National Bank,instagram,sb.in.lalaland,sb.in.lalalandSagar and Bhavika,https://www.instagram.com/sb.in.lalaland/,,2026-02-23T15:47:27.479184,FALSE
Punjab National Bank,instagram,sbisavingsbank,sbisavingsbankSBI저축은행,https://www.instagram.com/sbisavingsbank/,,2026-02-23T15:47:27.496166,FALSE
Punjab National Bank,instagram,sbimutualfund,sbimutualfundVerifiedSBI Mutual Fund • 93.1K followers,https://www.instagram.com/sbimutualfund/,,2026-02-23T15:47:27.515499,TRUE
Punjab National Bank,facebook,61580893532008,Profile photo of State Bank of Indian,https://www.facebook.com/profile.php?id=61580893532008&__tn__=%3C,,2026-02-23T15:47:13.492804,FALSE
Punjab National Bank,facebook,61581112117096,Profile photo of State Bank of Indian ,https://www.facebook.com/profile.php?id=61581112117096&__tn__=%3C,,2026-02-23T15:47:13.522990,FALSE
Punjab National Bank,facebook,61581095881508,Profile photo of State Bank of Indian,https://www.facebook.com/profile.php?id=61581095881508&__tn__=%3C,,2026-02-23T15:47:13.552562,FALSE
Punjab National Bank,facebook,61580059953679,Profile photo of State Bank of Indian ,https://www.facebook.com/profile.php?id=61580059953679&__tn__=%3C,,2026-02-23T15:47:13.620092,FALSE
Punjab National Bank,facebook,61584046764241,Profile photo of State Bank of Indian ,https://www.facebook.com/profile.php?id=61584046764241&__tn__=%3C,,2026-02-23T15:47:13.682588,FALSE
Punjab National Bank,facebook,61579556529804,Profile photo of State Bank of Indian ,https://www.facebook.com/profile.php?id=61579556529804&__tn__=%3C,,2026-02-23T15:47:13.726197,FALSE
Punjab National Bank,facebook,61573075081397,Profile photo of State Bank of Indian,https://www.facebook.com/profile.php?id=61573075081397&__tn__=%3C,,2026-02-23T15:47:13.749718,FALSE
Punjab National Bank,facebook,61568435364326,Profile photo of State Bank of Indian ,https://www.facebook.com/profile.php?id=61568435364326&__tn__=%3C,,2026-02-23T15:47:13.778084,FALSE
Punjab National Bank,facebook,61577450519619,Profile photo of State Bank of Indian ,https://www.facebook.com/profile.php?id=61577450519619&__tn__=%3C,,2026-02-23T15:47:13.802308,FALSE
Punjab National Bank,facebook,61576825532686,Profile photo of State Bank of Indian,https://www.facebook.com/profile.php?id=61576825532686&__tn__=%3C,,2026-02-23T15:47:13.826975,FALSE
Punjab National Bank,facebook,61576028960027,Profile photo of State Bank of Indian,https://www.facebook.com/profile.php?id=61576028960027&__tn__=%3C,,2026-02-23T15:47:13.853928,FALSE
Punjab National Bank,facebook,100093634260297,Profile photo of State Bank of Indian ,https://www.facebook.com/profile.php?id=100093634260297&__tn__=%3C,,2026-02-23T15:47:13.880213,FALSE
Punjab National Bank,facebook,100093465128976,Profile photo of State Bank of Indian ,https://www.facebook.com/profile.php?id=100093465128976&__tn__=%3C,,2026-02-23T15:47:13.908597,FALSE
Punjab National Bank,facebook,61586197239830,Profile photo of State Bank of Indian,https://www.facebook.com/profile.php?id=61586197239830&__tn__=%3C,,2026-02-23T15:47:13.957520,FALSE
Punjab National Bank,facebook,61581780952882,Profile photo of State Bank of Indian ,https://www.facebook.com/profile.php?id=61581780952882&__tn__=%3C,,2026-02-23T15:47:14.016174,FALSE
Punjab National Bank,facebook,61570914430741,Profile photo of State Bank of Indian ,https://www.facebook.com/profile.php?id=61570914430741&__tn__=%3C,,2026-02-23T15:47:14.039240,FALSE
Punjab National Bank,facebook,61571213273891,Profile photo of State Bank of Indian,https://www.facebook.com/profile.php?id=61571213273891&__tn__=%3C,,2026-02-23T15:47:14.079696,FALSE
Punjab National Bank,facebook,StateBankOfIndia,Profile photo of State Bank of India,https://www.facebook.com/StateBankOfIndia?__tn__=%3C,,2026-02-23T15:47:14.107507,FALSE
Punjab National Bank,facebook,61567858536954,Profile photo of State Bank of Indian ,https://www.facebook.com/profile.php?id=61567858536954&__tn__=%3C,,2026-02-23T15:47:14.132054,FALSE
Punjab National Bank,facebook,61567936593539,Profile photo of  State Bank of Indian ,https://www.facebook.com/profile.php?id=61567936593539&__tn__=%3C,,2026-02-23T15:47:14.157845,FALSE
Punjab National Bank,facebook,61571514772470,Profile photo of State Bank of Indian ,https://www.facebook.com/profile.php?id=61571514772470&__tn__=%3C,,2026-02-23T15:47:14.182035,FALSE
Punjab National Bank,facebook,100064164157988,Profile photo of Indian Air Force & state bank of india,https://www.facebook.com/profile.php?id=100064164157988&__tn__=%3C,,2026-02-23T15:47:14.202602,FALSE
Punjab National Bank,facebook,AyushInstituteofTechnologyandParamedicalScience,Profile photo of Ayush Institute of Technology and Paramedical Sciences,https://www.facebook.com/AyushInstituteofTechnologyandParamedicalScience?__tn__=%3C,,2026-02-23T15:47:14.225536,TRUE
Punjab National Bank,facebook,100067745755358,Profile photo of Indian Air Force and State Bank of India,https://www.facebook.com/profile.php?id=100067745755358&__tn__=%3C,,2026-02-23T15:47:14.260191,FALSE
Punjab National Bank,facebook,61557521019500,Profile photo of PNB BC POINT,https://www.facebook.com/profile.php?id=61557521019500&__tn__=%3C,,2026-02-23T15:47:40.935190,TRUE
Punjab National Bank,facebook,61565670985477,Profile photo of SBI pnb all banks personal loan adhar card PAN CARD,https://www.facebook.com/profile.php?id=61565670985477&__tn__=%3C,,2026-02-23T15:47:40.959647,FALSE
Punjab National Bank,facebook,61565774001382,Profile photo of SBI pnb all bank personal loan adhar card PAN CARD se ,https://www.facebook.com/profile.php?id=61565774001382&__tn__=%3C,,2026-02-23T15:47:40.987168,FALSE
Punjab National Bank,facebook,PNBAmroha,Profile photo of Amroha PNB Mini Branch,https://www.facebook.com/PNBAmroha?__tn__=%3C,,2026-02-23T15:47:41.013363,FALSE
Punjab National Bank,facebook,100089925603792,Profile photo of PNB MetLife India Insurance Company Limited,https://www.facebook.com/profile.php?id=100089925603792&__tn__=%3C,,2026-02-23T15:47:41.042663,TRUE
SBI,instagram,yono_sbi_,yono_sbi_,https://www.instagram.com/yono_sbi_/,,2026-02-23T15:47:45.472829,FALSE
SBI,instagram,yonosbii8058,yonosbii8058yono sbi,https://www.instagram.com/yonosbii8058/,,2026-02-23T15:47:45.495891,FALSE
SBI,instagram,yonosbilla,yonosbillaYonos Billa,https://www.instagram.com/yonosbilla/,,2026-02-23T15:47:45.520019,FALSE
SBI,instagram,yono_sbi_11,yono_sbi_11Satyam Mondal,https://www.instagram.com/yono_sbi_11/,,2026-02-23T15:47:45.532960,FALSE
SBI,instagram,yono68095,yono68095Yono Sbi,https://www.instagram.com/yono68095/,,2026-02-23T15:47:45.554633,FALSE
SBI,instagram,yono_business_,yono_business_yono ridzky,https://www.instagram.com/yono_business_/,,2026-02-23T15:48:02.670667,TRUE
SBI,instagram,yono_maryono3997,yono_maryono3997yono business,https://www.instagram.com/yono_maryono3997/,,2026-02-23T15:48:02.683730,TRUE
SBI,instagram,wahono9384,wahono9384Yono | Business & online,https://www.instagram.com/wahono9384/,,2026-02-23T15:48:02.697827,TRUE
SBI,instagram,foxnews,foxnews,https://www.instagram.com/foxnews/,,2026-02-23T15:48:02.716707,TRUE
SBI,facebook,100089095843270,Profile photo of yonosbi,https://www.facebook.com/profile.php?id=100089095843270&__tn__=%3C,,2026-02-23T15:48:05.454651,FALSE
SBI,facebook,61588129573110,Profile photo of YONO SBI ,https://www.facebook.com/profile.php?id=61588129573110&__tn__=%3C,,2026-02-23T15:48:05.477790,FALSE
SBI,facebook,61588542322713,Profile photo of Yono sbi ,https://www.facebook.com/profile.php?id=61588542322713&__tn__=%3C,,2026-02-23T15:48:05.501059,FALSE
SBI,facebook,61588565214309,Profile photo of sbi yono SBI,https://www.facebook.com/profile.php?id=61588565214309&__tn__=%3C,,2026-02-23T15:48:05.526354,FALSE
SBI,facebook,61582608597409,Profile photo of YONO SBI,https://www.facebook.com/profile.php?id=61582608597409&__tn__=%3C,,2026-02-23T15:48:05.550532,FALSE
SBI,facebook,61588319674073,Profile photo of YONO SBI,https://www.facebook.com/profile.php?id=61588319674073&__tn__=%3C,,2026-02-23T15:48:05.570117,FALSE
SBI,facebook,61587777341802,Profile photo of YONO SBI ,https://www.facebook.com/profile.php?id=61587777341802&__tn__=%3C,,2026-02-23T15:48:05.592488,FALSE
SBI,facebook,61586037307214,Profile photo of YONO SBI,https://www.facebook.com/profile.php?id=61586037307214&__tn__=%3C,,2026-02-23T15:48:05.613335,FALSE
SBI,facebook,61588131920779,Profile photo of Yono Sbi,https://www.facebook.com/profile.php?id=61588131920779&__tn__=%3C,,2026-02-23T15:48:05.634354,FALSE
SBI,facebook,61588034284428,Profile photo of yono SBI ,https://www.facebook.com/profile.php?id=61588034284428&__tn__=%3C,,2026-02-23T15:48:05.658570,FALSE
SBI,facebook,61587931718841,Profile photo of Yono sbi,https://www.facebook.com/profile.php?id=61587931718841&__tn__=%3C,,2026-02-23T15:48:05.678983,FALSE
SBI,facebook,61586446227088,Profile photo of YONO SBI,https://www.facebook.com/profile.php?id=61586446227088&__tn__=%3C,,2026-02-23T15:48:05.697857,FALSE
SBI,facebook,61587114484802,Profile photo of yono sbi,https://www.facebook.com/profile.php?id=61587114484802&__tn__=%3C,,2026-02-23T15:48:05.718796,FALSE
SBI,facebook,61587874511242,Profile photo of YONO SBI,https://www.facebook.com/profile.php?id=61587874511242&__tn__=%3C,,2026-02-23T15:48:05.741017,FALSE
SBI,facebook,61585886794639,Profile photo of Yono Sbi ,https://www.facebook.com/profile.php?id=61585886794639&__tn__=%3C,,2026-02-23T15:48:05.772531,FALSE
SBI,facebook,61586653381999,Profile photo of YONO SBI ,https://www.facebook.com/profile.php?id=61586653381999&__tn__=%3C,,2026-02-23T15:48:05.811971,FALSE
SBI,facebook,61588227085747,Profile photo of YONO SBI ,https://www.facebook.com/profile.php?id=61588227085747&__tn__=%3C,,2026-02-23T15:48:05.860979,FALSE
SBI,facebook,61586099263344,Profile photo of Yono Sbi,https://www.facebook.com/profile.php?id=61586099263344&__tn__=%3C,,2026-02-23T15:48:05.898142,FALSE
SBI,facebook,61587163449807,Profile photo of YONO SBI,https://www.facebook.com/profile.php?id=61587163449807&__tn__=%3C,,2026-02-23T15:48:05.930855,FALSE
SBI,facebook,61586758335089,Profile photo of YONO SBI,https://www.facebook.com/profile.php?id=61586758335089&__tn__=%3C,,2026-02-23T15:48:05.954048,FALSE
SBI,facebook,61579641942975,Profile photo of yono sbi,https://www.facebook.com/profile.php?id=61579641942975&__tn__=%3C,,2026-02-23T15:48:05.976809,FALSE
SBI,facebook,61578982454861,Profile photo of YONO SBI,https://www.facebook.com/profile.php?id=61578982454861&__tn__=%3C,,2026-02-23T15:48:05.996607,FALSE
SBI,facebook,61588089069623,Profile photo of yono sbi,https://www.facebook.com/profile.php?id=61588089069623&__tn__=%3C,,2026-02-23T15:48:06.018338,FALSE
SBI,facebook,61585751891749,Profile photo of Yono sbi,https://www.facebook.com/profile.php?id=61585751891749&__tn__=%3C,,2026-02-23T15:48:06.041826,FALSE
SBI,facebook,100063865220351,Profile photo of yono_business_,https://www.facebook.com/profile.php?id=100063865220351&__tn__=%3C,,2026-02-23T15:48:30.682913,TRUE
SBI,facebook,YonoAgencyNetwork1,Profile photo of Yono777 Agency Network,https://www.facebook.com/YonoAgencyNetwork1?__tn__=%3C,,2026-02-23T15:48:30.707130,TRUE
SBI,facebook,61580968433893,Profile photo of yono business ,https://www.facebook.com/profile.php?id=61580968433893&__tn__=%3C,,2026-02-23T15:48:30.730802,TRUE
